1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:35:54 0.89 350.40 226.40 -6.46 1638   2.24   732.7 211228.  2.89  3.47  -4.27   4.17   2.80 0.45 0.58 0.35  0.07 759.51284206.  1.98 731.3 202340.
 1:36:34 0.89 350.40 226.39 -6.46 1638   2.25   723.0 195531.  2.60  2.32  -4.73   3.70   2.66 0.74 0.53 0.85  0.11 767.8 763830.  1.91 716.3 184097.
 1:37:15 0.89 350.40 226.38 -6.46 1638   2.21   712.9 154315.  2.16  2.78  -5.64   3.11   1.81 0.29 0.35 0.48  0.08 757.4 883997.  2.09 717.1 187267.
 1:37:55 0.89 350.40 226.38 -6.46 1638   2.40   715.9 166737.  2.48  1.68  -6.06   1.76   1.42 0.36 1.26 1.15  0.10 737.91503958.  1.98 712.2 155666.
 1:38:36 0.89 350.40 226.37 -6.46 1638   2.41   702.8 132329.  1.07  0.64  -6.68   0.91   0.48 0.24 0.99 0.67  0.10 765.31086284.  2.00 701.7 113722.
 1:39:16 0.89 350.40 226.36 -6.46 1638   2.42   710.5 176508.  1.41  1.28  -6.50   1.91   0.14 0.22 0.47 0.42  0.10 765.5 647821.  2.11 706.2 149949.
 1:39:57 0.89 350.40 226.36 -6.46 1638   2.42   700.2 130302.  1.07  0.23  -6.59   1.24  -0.93 0.25 0.41 0.86  0.07 786.8 899589.  1.97 699.7 113462.
 1:40:37 0.89 350.40 226.35 -6.46 1638   2.22   713.6 180043.  1.10 -1.79  -6.39   1.89  -1.14 0.28 0.69 0.63  0.11 777.11229112.  2.05 710.3 166477.
 1:46:05 0.89 350.40 226.30 -6.46 1638   2.32   710.7 192049.  1.78  0.83  -6.22   2.48  -0.84 0.24 0.40 0.42  0.13 769.7 992313.  1.98 707.1 168244.
 1:46:46 0.89 350.40 226.30 -6.46 1638   2.55   698.5 130042.  0.36 -0.03  -6.35   1.91  -0.21 0.46 0.80 0.91  0.10 762.81068613.  2.03 697.8 110084.
 1:47:27 0.89 350.40 226.29 -6.46 1638   2.28   705.5 167412.  1.49  0.83  -6.14   2.43   0.00 0.43 0.82 0.94  0.11 770.4 854682.  1.94 707.1 161227.
 1:48:07 0.89 350.40 226.28 -6.46 1638   2.47   717.8 229367.  2.75  0.93  -5.70   3.23   0.75 0.28 0.71 0.81  0.08 756.4 883789.  2.13 714.3 183629.
 1:48:48 0.89 350.40 226.28 -6.46 1638   2.40   717.5 170999.  2.04  2.76  -6.00   2.69   0.47 0.33 0.61 0.98  0.11 745.81093976.  2.14 713.3 173234.
 1:49:28 0.89 350.40 226.27 -6.46 1638   2.37   707.2 143608.  2.00  0.24  -6.12   2.53  -0.70 0.30 0.62 0.54  0.07 759.41624749.  2.01 705.5 119335.
 1:50:09 0.89 350.40 226.26 -6.46 1638   1.95   711.5 174273.  2.04  2.14  -6.06   2.68   0.50 0.49 0.76 0.86  0.09 764.4 552394.  1.74 706.8 158369.
 1:50:49 0.89 350.40 226.26 -6.46 1638   2.49   708.6 141113.  1.95  2.07  -6.05   2.79   0.85 0.37 0.49 0.44  0.09 757.3 882957.  2.20 712.2 180822.
 1:51:30 0.89 350.40 226.25 -6.46 1638   2.27   703.8 181654.  1.50 -0.29  -6.34   2.33  -0.30 0.28 0.43 0.67  0.08 762.4 698133.  1.87 704.9 163151.
 1:52:10 0.89 350.40 226.25 -6.46 1638   2.38   703.3 144387.  1.33 -0.82  -6.25   1.96  -1.70 0.25 0.29 0.45  0.08 749.4 706033.  1.96 702.1 120167.
 1:52:51 0.89 350.40 226.24 -6.46 1638   2.10   700.7 108109.  0.96 -1.02  -6.18   1.85  -1.99 0.23 0.32 0.36  0.09 763.8 772977.  1.98 705.4 146311.
 1:53:31 0.89 350.40 226.23 -6.46 1638   2.26   704.0 129782.  0.93 -0.83  -6.25   1.70  -1.89 0.23 0.28 0.45  0.09 749.81440548.  1.94 702.3 113462.
 1:54:12 0.89 350.40 226.23 -6.46 1638   2.22   703.0 178068. -0.17 -1.17  -6.28   0.76  -2.12 0.19 0.76 0.43  0.10 761.6 864662.  1.77 704.0 165230.
 1:54:52 0.89 350.40 226.22 -6.46 1638   2.39   705.9 149897. -0.28 -1.46  -5.95   0.66  -2.51 0.49 0.92 1.03  0.08 766.61168613.  2.01 705.5 119127.
 1:55:33 0.89 350.40 226.21 -6.46 1638   2.22   720.4 180510.  2.41 -2.17  -4.81   3.48  -2.87 0.29 0.24 0.29  0.06 767.4 561126.  1.96 716.6 183629.
 1:56:13 0.89 350.40 226.21 -6.46 1638   2.18   711.4 155198.  2.25 -1.21  -5.70   2.52  -2.06 0.34 0.49 0.46  0.10 748.81217886.  2.03 713.6 181602.
 1:56:54 0.89 350.40 226.20 -6.46 1638   2.21   712.0 162163.  1.93 -1.35  -5.64   2.43  -2.33 0.27 0.38 0.44  0.08 773.61128904.  1.92 709.5 167361.
 1:57:34 0.89 350.40 226.19 -6.46 1638   2.39   715.3 212007.  1.76 -1.86  -5.33   2.77  -2.50 0.41 0.47 0.83  0.08 771.4 661334.  2.04 712.4 200521.
 1:58:15 0.89 350.40 226.19 -6.46 1638   2.28   718.6 185344.  1.99 -1.98  -4.42   2.46  -3.71 1.04 0.71 1.02  0.09 788.51010193.  1.93 714.7 176508.
 1:58:55 0.89 350.40 226.18 -6.46 1638   2.27   740.1 201560.  1.80 -3.06  -3.66   2.68  -4.56 0.34 0.39 0.39  0.09 768.8 996055.  2.01 738.6 201924.
 1:59:36 0.89 350.40 226.18 -6.46 1638   2.39   712.6 195375.  0.67  3.94  -4.89   2.16  -0.96 0.80 1.35 3.08  0.08 772.3 792520.  2.16 710.9 176820.
 2:00:16 0.89 350.40 226.17 -6.46 1638   2.48   697.7 126092. -0.01  0.89  -6.38   0.84   0.74 0.27 0.58 0.74  0.08 765.21076097.  1.98 696.3 113722.
 2:00:57 0.89 350.40 226.16 -6.46 1638   2.41   701.0 189866.  0.19  1.99  -6.26   1.18   0.09 0.17 0.46 0.52  0.06 766.91028072.  1.95 704.4 189346.
 2:01:37 0.89 350.40 226.16 -6.46 1638   2.46   698.4 145531.  0.17 -0.60  -6.16   0.87  -1.30 0.19 0.30 0.33  0.08 756.2 967573.  2.10 694.3 134720.
 2:02:18 0.89 350.40 226.15 -6.46 1638   2.26   704.3 212735.  1.12  0.33  -6.18   1.25  -0.63 0.19 0.44 0.54  0.10 769.6 896886.  1.98 706.6 185344.
 2:02:58 0.89 350.40 226.15 -6.46 1638   2.43   703.4 147766.  0.93  0.88  -6.11   1.81  -0.04 0.20 0.44 0.38  0.07 781.3 723497.  2.08 699.4 119491.
 2:03:39 0.89 350.40 226.14 -6.46 1638   2.12   707.0 202964.  0.54 -1.02  -6.17   1.28  -0.85 0.23 0.40 0.60  0.08 758.3 624120.  2.09 707.3 178119.
 2:04:19 0.89 350.40 226.13 -6.46 1638   2.40   717.6 227444.  1.08 -1.91  -5.74   1.35  -2.37 0.52 0.51 1.06  0.11 757.21182958.  2.07 716.4 194180.
 2:05:00 0.89 350.40 226.13 -6.46 1638   2.37   722.5 183525.  1.33 -2.44  -4.74   1.90  -3.90 0.32 0.42 0.53  0.08 803.51168197.  2.05 720.0 189762.
 2:05:40 0.89 350.40 226.12 -6.46 1638   2.46   712.5 208213.  1.22 -0.88  -5.65   1.80  -2.62 0.31 0.71 0.48  0.07 764.8 972770.  2.17 710.5 187735.
 2:06:21 0.89 350.40 226.11 -6.46 1638   2.56   711.8 176664.  1.98 -0.58  -5.77   1.62  -2.17 0.40 1.17 0.68  0.09 784.4 903124.  2.09 709.4 168244.
 2:07:01 0.89 350.40 226.11 -6.46 1638   2.66   700.2 139970.  0.83  0.05  -6.15   1.50  -1.20 0.33 0.47 0.50  0.07 746.4 752811.  2.13 699.1 119959.
 2:07:42 0.89 350.40 226.10 -6.46 1638   2.46   706.6 196103.  1.25 -0.99  -6.05   1.16  -1.96 0.27 0.33 0.59  0.10 754.7 628694.  2.08 707.8 176040.
 2:08:22 0.89 350.40 226.10 -6.46 1638   2.57   710.9 222143.  0.85 -1.15  -5.65   1.44  -2.57 0.34 0.50 0.39  0.09 774.11159673.  2.17 710.5 203691.
 2:09:03 0.89 350.40 226.09 -6.46 1638   2.39   748.8 214554.  1.91 -3.60  -4.09   2.60  -4.08 0.90 0.56 0.83  0.08 790.71177969.  2.01 751.2 198650.
 2:09:43 0.89 350.40 226.08 -6.46 1638   2.27   714.6 199949.  1.60 -1.34  -4.68   2.07  -3.66 0.84 0.88 0.69  0.09 798.81292938.  2.16 714.4 193972.
 2:10:24 0.89 350.40 226.08 -6.46 1638   2.17   718.2 193036.  3.46 -0.47  -4.69   3.15  -2.18 0.79 1.47 1.49  0.06 809.11585663.  1.80 713.9 186436.
 2:11:04 0.89 350.40 226.07 -6.46 1638   2.48   713.3 220479.  3.27  0.30  -5.40   3.52  -1.17 0.36 0.46 0.58  0.09 773.51018717.  2.13 710.6 220895.
 2:11:45 0.89 350.40 226.06 -6.46 1638   2.59   711.8 200001.  2.93  0.76  -5.47   3.41  -0.53 0.42 0.71 1.14  0.07 766.41188364.  2.10 711.1 172454.
 2:12:25 0.89 350.40 226.06 -6.46 1638   2.36   707.6 159668.  3.17  1.75  -5.09   4.10   0.51 0.38 0.63 0.44  0.09 775.11028072.  2.07 713.4 198286.
 2:13:06 0.89 350.40 226.05 -6.46 1638   2.13   713.5 190022.  2.46  0.05  -5.44   3.27   1.05 0.35 0.64 0.57  0.08 758.81137844.  1.83 708.9 172766.
 2:13:46 0.89 350.40 226.05 -6.46 1638   2.40   722.5 207901.  3.12  2.28  -4.75   3.83   1.96 0.55 0.98 0.84  0.07 783.9 729318.  1.97 723.2 199793.
 2:14:27 0.89 350.40 226.04 -6.46 1638   2.33   707.2 181446.  1.52  2.01  -5.81   2.74   0.74 0.30 0.49 0.50  0.07 765.2 578174.  1.98 707.5 164086.
 2:15:07 0.89 350.40 226.03 -6.46 1638   2.36   702.8 146622.  1.16  2.10  -5.99   2.34   0.95 0.27 0.51 0.43  0.12 754.31206035.  1.86 700.6 122818.
 2:15:48 0.89 350.40 226.03 -6.46 1638   2.33   711.7 174741.  1.45  2.29  -6.05   2.33   0.83 0.26 0.47 0.31  0.09 757.9 745534.  2.01 706.6 154471.
 2:16:28 0.89 350.40 226.02 -6.46 1638   2.34   700.7 133369.  0.86  1.82  -6.14   2.10   0.83 0.28 0.51 0.60  0.08 766.81151149.  1.93 699.7 116477.
 2:17:09 0.89 350.40 226.01 -6.46 1638   2.53   706.6 169855.  1.76  0.60  -5.92   2.62  -0.07 0.27 0.56 0.56  0.08 761.8 714557.  2.00 706.9 165541.
 2:17:49 0.89 350.40 226.01 -6.46 1638   2.30   708.9 220687.  1.72  1.37  -5.92   2.72   0.19 0.27 0.36 0.43  0.09 766.01064662.  1.93 708.1 199949.
 2:18:30 0.89 350.40 226.00 -6.46 1638   2.01   718.1 187839.  0.15  4.37  -5.59   2.14   1.23 0.43 1.31 1.66  0.06 753.5 839714.  1.89 713.2 175884.
 2:19:10 0.89 350.40 225.99 -6.46 1638   2.37   717.6 215282. -0.52  4.01  -5.45  -0.20   3.17 0.44 0.98 0.77  0.06 757.01115390.  2.11 718.8 201041.
 2:19:51 0.89 350.40 225.99 -6.46 1638   2.32   709.0 181706.  2.31  2.10  -5.70   2.51   1.55 0.27 0.67 0.61  0.06 769.31000837.  2.01 706.6 180043.
 2:20:31 0.89 350.40 225.98 -6.46 1638   2.60   718.8 219180.  2.48  3.59  -4.89   2.58   3.19 0.53 0.71 0.72  0.09 766.91075681.  2.10 721.4 190801.
 2:21:12 0.89 350.40 225.98 -6.46 1638   2.15   722.6 203276.  2.54  3.87  -4.43   3.08   3.41 0.31 0.44 0.42  0.08 767.6 607904.  2.02 717.4 186020.
 2:21:52 0.89 350.40 225.97 -6.46 1638   2.08   713.6 227184.  2.51  2.85  -4.91   3.52   2.14 0.38 0.42 0.52  0.08 764.61051565.  2.00 710.2 221467.
 2:22:33 0.89 350.40 225.96 -6.46 1638   2.23   719.1 186747.  2.72  2.55  -5.11   3.51   1.62 0.27 0.54 0.49  0.11 763.9 689609.  2.01 716.0 178171.
 2:23:13 0.89 350.40 225.96 -6.46 1638   2.39   722.9 232330.  3.43  0.87  -5.07   3.85   1.16 0.28 0.54 0.34  0.08 757.5 974434.  2.05 720.9 194492.
 2:23:54 0.89 350.40 225.95 -6.46 1638   2.15   716.3 178379.  2.96  0.58  -4.98   4.25   0.08 0.35 0.39 0.59  0.10 768.4 853435.  1.93 710.6 170739.
 2:24:34 0.89 350.40 225.95 -6.46 1638   2.32   708.3 148597.  2.08 -0.08  -5.39   3.58  -1.14 0.34 0.46 0.39  0.09 767.91114559.  2.08 711.1 178327.
 2:25:15 0.89 350.40 225.94 -6.46 1638   2.33   714.3 194024.  2.60 -0.09  -5.53   3.44  -0.61 0.27 0.48 0.44  0.10 752.11081918.  2.01 711.9 172818.
 2:25:55 0.89 350.40 225.93 -6.46 1638   2.70   709.5 151456.  2.54 -0.18  -5.75   2.89  -0.21 0.33 0.66 0.90  0.08 775.41298551.  2.29 712.8 174481.
 2:26:36 0.89 350.40 225.93 -6.46 1638   2.36   711.4 186436.  1.74  0.55  -6.01   1.98  -0.64 0.29 0.89 0.95  0.07 776.71114767.  2.11 707.8 175521.
 2:27:16 0.89 350.40 225.92 -6.46 1638   2.33   708.1 250209.  0.38  0.85  -6.21   1.28   0.67 0.32 0.64 0.76  0.07 737.9 899381.  2.06 709.3 222766.
 2:27:57 0.89 350.40 225.91 -6.46 1638   2.18   736.5 188878.  4.50  0.47  -3.80   4.10   0.35 2.11 2.42 0.83  0.09 789.61017469.  2.00 736.5 217673.
 2:29:58 0.89 350.40 225.90 -6.46 1638   2.47   722.5 233057.  4.31  2.65   1.39   4.20   1.57 4.16 0.82 0.50  0.08 772.41224331.  2.04 721.9 244804.
 2:30:39 0.89 350.40 225.89 -6.46 1638   2.53   733.2 203224.  4.16  2.38  -2.48   5.33   2.52 0.70 0.80 0.48  0.07 753.6 866741.  2.18 735.4 239554.
 2:31:19 0.89 350.40 225.88 -6.46 1638   2.11   744.1 172558.  4.36  2.89  -1.52   5.67   2.27 0.96 0.72 0.66  0.08 761.71028904.  1.78 740.9 173858.
 2:32:00 0.89 350.40 225.88 -6.46 1638   2.04   726.9 210864.  3.84  2.14  -3.82   4.52   1.60 1.00 0.92 0.60  0.07 743.81139923.  1.88 727.1 265438.
 2:32:40 0.89 350.40 225.87 -6.46 1638   2.39   708.0 272870.  1.19  0.42  -6.05   1.55  -0.28 0.25 0.52 0.57  0.07 752.51430569.  2.10 703.8 261228.
 2:33:21 0.89 350.40 225.86 -6.46 1638   2.52   708.6 198078.  1.94  1.38  -5.94   1.88   0.63 0.20 0.42 0.46  0.11 748.41088363.  2.06 714.8 259617.
 2:34:01 0.89 350.40 225.86 -6.46 1638   2.48   707.8 248078.  1.47  1.07  -6.07   1.56   0.28 0.22 0.34 0.40  0.09 740.7 634931.  2.26 705.0 244544.
 2:34:42 0.89 350.40 225.85 -6.46 1638   2.66   709.7 217257.  1.49  2.77  -5.66   2.25   0.63 0.30 0.52 0.87  0.09 765.7 721626.  2.06 707.6 216581.
 2:35:22 0.89 350.40 225.84 -6.46 1638   2.59   704.0 254211.  1.19  1.15  -5.62   2.10   1.22 0.38 0.53 0.77  0.08 762.71373188.  2.34 700.1 243193.
 2:36:03 0.89 350.39 225.84 -6.46 1638   2.41   701.0 217673.  0.70  1.04  -6.23   0.98   0.18 0.20 0.51 0.54  0.05 785.0 680669.  2.13 703.3 295480.
 2:36:43 0.89 350.39 225.83 -6.46 1638   2.42   708.5 283058.  1.76  0.57  -5.90   1.82   0.28 0.41 0.89 0.68  0.09 760.21400839.  2.32 705.9 253120.
 2:37:24 0.89 350.39 225.83 -6.46 1638   2.56   705.6 219024.  1.41  2.14  -5.62   1.94  -0.22 0.55 0.97 1.65  0.11 761.8 618299.  2.07 709.0 279991.
 2:38:04 0.89 350.39 225.82 -6.46 1638   2.65   712.7 274170.  2.22  2.71  -5.31   2.66   0.78 0.85 1.28 1.16  0.10 758.71198551.  2.25 709.7 248286.
 2:38:45 0.89 350.39 225.81 -6.46 1638   2.45   736.8 201456.  3.89 -2.01  -3.14   4.76  -3.01 1.05 0.43 0.56  0.10 766.2 583163.  2.13 735.4 219700.
 2:39:25 0.89 350.39 225.81 -6.46 1638   2.34   752.9 194907.  4.88 -1.92  -0.99   4.98  -3.88 0.56 0.78 0.87  0.11 759.51230983.  2.02 750.6 192984.
 2:40:06 0.89 350.39 225.80 -6.46 1638   2.43   776.9 200885.  3.10 -3.21  -0.23   3.73  -4.97 1.59 0.45 0.52  0.08 772.4 794807.  2.03 774.0 198858.
 2:40:46 0.89 350.39 225.79 -6.46 1638   2.42   698.5 156914.  1.29 -0.51  -4.27   1.72  -1.68 2.58 2.02 1.90  0.09 767.41248031.  2.26 700.0 226509.
 2:41:27 0.89 350.39 225.79 -6.46 1638   2.36   697.2 213463.  0.89  1.48  -6.21  -0.21   0.94 0.35 0.74 0.58  0.06 825.71439301.  2.01 695.5 205303.
 2:42:07 0.89 350.39 225.78 -6.46 1638   2.21   693.8 170479.  1.49  2.10  -6.18   1.13   0.78 0.29 0.27 0.47  0.08 744.6 599380.  2.10 697.8 237059.
 2:42:48 0.89 350.39 225.78 -6.46 1638   2.13   697.4 223962.  1.47  2.16  -6.09   1.12   0.89 0.34 0.46 0.58  0.10 754.0 930566.  1.94 696.5 214190.
 2:43:28 0.89 350.39 225.77 -6.46 1638   2.68   720.3 261124.  2.43 -2.18  -5.30   0.02  -0.21 0.67 1.58 2.71  0.10 751.51103332.  2.29 717.2 252548.
 2:44:09 0.89 350.39 225.76 -6.46 1638   2.29   713.0 280823.  1.37 -2.03  -5.01   1.50  -3.23 0.39 0.50 0.61  0.07 763.0 844495.  2.04 709.7 209928.
 2:44:49 0.89 350.39 225.76 -6.46 1638   2.07   719.1 233109.  3.74 -2.08  -3.94   3.56  -3.10 1.08 0.97 1.06  0.12 755.8 860296.  1.82 716.6 233161.
 2:45:30 0.89 350.39 225.75 -6.46 1638   2.41   724.2 208473.  4.44 -0.58  -3.53   5.02  -1.66 0.54 0.60 0.54  0.10 767.3 660711.  2.05 725.7 256706.
 2:46:10 0.89 350.39 225.75 -6.46 1638   2.25   737.7 241529.  5.56 -0.56  -2.14   5.93  -1.07 0.62 0.55 0.76  0.08 758.81346785.  1.98 737.2 221415.
 2:46:51 0.89 350.39 225.74 -6.46 1638   2.50   745.5 229835.  4.87 -0.06  -1.89   5.76  -0.98 1.05 1.16 1.01  0.11 755.9 885660.  2.20 744.5 240958.
 2:47:31 0.89 350.39 225.73 -6.46 1638   2.73   763.7 228016.  6.44  1.48  -0.85   5.52  -0.23 2.42 1.00 1.06  0.11 774.01369446.  2.50 763.1 268505.
 2:48:12 0.89 350.39 225.73 -6.46 1638   2.45   768.9 221779.  4.50 -1.01   1.57   5.52  -2.05 0.90 0.58 0.88  0.07 766.8 736802.  2.10 765.4 225157.
 2:48:52 0.89 350.39 225.72 -6.46 1638   2.29   747.4 218296.  2.25 -3.51  -1.07   3.77  -4.39 1.06 0.95 0.85  0.10 762.01195640.  1.92 743.5 216113.
 2:49:33 0.89 350.39 225.71 -6.46 1638   2.22   722.2 216217.  4.07  2.22  -3.24   4.21   0.17 1.53 1.55 2.14  0.07 760.8 808113.  1.98 718.7 207953.
 2:50:13 0.89 350.39 225.71 -6.46 1638   2.52   713.2 240386.  2.86 -1.33  -4.43   3.73  -1.90 0.43 0.87 0.74  0.09 754.6 913311.  2.14 708.6 231238.
 2:50:54 0.89 350.39 225.70 -6.46 1638   2.18   734.3 189658.  3.64 -2.68  -3.26   4.73  -2.31 0.51 0.49 0.69  0.10 770.8 959257.  1.96 732.5 231810.
 2:51:34 0.89 350.39 225.70 -6.46 1638   2.47   717.3 266997.  3.60  0.66  -3.91   4.16  -1.44 0.72 0.64 0.99  0.07 748.0 974642.  2.06 711.4 248962.
 2:52:15 0.89 350.39 225.69 -6.46 1638   2.39   725.6 225417.  3.70 -1.41  -3.30   4.49  -1.83 0.29 0.74 0.86  0.07 750.5 714557.  2.19 723.2 267881.
 2:52:55 0.89 350.39 225.68 -6.46 1638   2.20   721.2 225989.  4.14 -0.56  -3.59   4.82  -1.30 0.41 0.53 0.70  0.12 754.01083581.  1.97 720.3 237995.
 2:53:36 0.89 350.39 225.68 -6.46 1638   2.51   739.0 268661.  4.23  2.58  -2.09   4.11   3.46 0.74 1.23 1.19  0.07 757.4 829319.  2.17 736.3 263359.
 2:54:16 0.89 350.39 225.67 -6.46 1638   2.56   726.6 267569.  3.76  3.06  -2.42   5.00   2.05 0.82 0.96 0.73  0.10 756.61205412.  2.32 725.5 279056.
 2:54:57 0.89 350.39 225.66 -6.46 1638   2.47   728.0 216633.  3.15  3.54  -3.26   4.24   2.49 0.73 0.46 0.82  0.08 754.6 655721.  2.10 727.2 258265.
 2:55:37 0.89 350.39 225.66 -6.46 1638   2.58   739.2 257226.  4.65  2.36  -1.18   5.47   2.25 0.87 0.52 0.64  0.10 757.01181087.  2.11 740.6 236540.
 2:56:18 0.89 350.39 225.65 -6.46 1638   2.03   742.5 190801.  4.34  2.61  -1.67   5.20   2.38 0.63 0.60 0.42  0.09 750.11160505.  1.89 745.5 238047.
 2:56:58 0.89 350.39 225.64 -6.46 1638   2.45   721.9 273338.  3.85  1.91  -3.49   4.49   1.83 0.37 0.57 0.82  0.09 766.81172979.  2.09 720.1 258629.
 2:57:39 0.89 350.39 225.64 -6.46 1638   2.29   729.2 212943.  4.08  1.35  -2.61   5.42   0.26 0.87 0.58 0.50  0.08 801.6 961128.  2.01 729.4 275625.
 2:58:19 0.89 350.39 225.63 -6.46 1638   2.45   746.3 203795.  4.78  2.87  -1.74   5.12   1.38 1.52 1.09 1.19  0.10 772.01179840.  1.98 740.2 218400.
 2:59:00 0.89 350.39 225.63 -6.46 1638   2.54   764.9 239450.  4.61 -0.27  -0.71   5.36  -1.39 1.70 1.30 1.21  0.09 779.41232647.  2.17 763.8 222350.
 2:59:40 0.89 350.39 225.62 -6.46 1638   2.36   751.9 215490.  6.38  0.48  -1.27   6.00   0.06 0.54 0.67 0.36  0.09 759.51175266.  2.03 746.3 217413.
 3:00:21 0.89 350.39 225.61 -6.46 1638   2.53   744.7 252028.  4.44  2.74  -2.42   5.20   2.04 0.57 0.57 0.45  0.07 769.8 574431.  2.11 744.2 253899.
 3:01:01 0.89 350.39 225.61 -6.46 1638   2.72   752.8 238099.  6.12  1.83  -1.80   5.33   2.10 0.66 0.66 0.69  0.12 766.41056346.  2.17 749.6 233785.
 3:01:42 0.89 350.39 225.60 -6.46 1638   2.39   771.2 200677.  4.23  2.58   0.05   5.62   1.90 1.17 0.48 0.62  0.08 759.51064455.  2.09 766.4 212111.
 3:02:22 0.89 350.39 225.59 -6.46 1638   2.34   763.0 212631.  4.98  2.83  -0.10   5.36   2.67 0.61 0.75 0.74  0.07 778.2 727239.  2.10 761.1 249534.
 3:03:03 0.89 350.39 225.59 -6.46 1638   2.26   757.9 234201.  3.41  4.16  -0.85   4.57   3.86 0.59 0.35 0.36  0.07 762.9 876928.  1.96 754.9 197194.
 3:03:43 0.89 350.39 225.58 -6.46 1638   2.43   754.8 247818.  2.89  4.49  -0.40   4.21   4.32 0.49 0.41 0.44  0.12 755.81056762.  2.07 750.6 223910.
 3:04:24 0.89 350.39 225.58 -6.46 1638   2.19   722.7 213982.  1.91  4.15  -3.71   2.56   3.63 0.48 1.12 0.86  0.07 766.2 770067.  1.96 718.0 211384.
 3:05:04 0.89 350.39 225.57 -6.46 1638   2.36   731.6 228484.  3.43  4.14  -2.92   4.33   3.15 0.41 0.52 0.66  0.10 759.8 938259.  1.98 730.7 209772.
 3:05:45 0.89 350.39 225.56 -6.46 1638   2.40   717.9 249534.  3.40  3.15  -4.00   3.92   2.58 0.29 0.38 0.37  0.07 762.5 815389.  2.08 713.8 211540.
 3:06:25 0.89 350.39 225.56 -6.46 1638   2.47   721.9 243504.  4.24  1.38  -4.00   3.92   2.45 0.25 0.61 0.65  0.10 756.91467367.  2.15 715.0 235552.
 3:07:06 0.89 350.39 225.55 -6.46 1638   2.34   710.0 244700.  2.52  2.90  -4.46   3.60   2.20 0.48 0.77 0.65  0.08 761.71055307.  2.06 706.6 213411.
 3:07:46 0.89 350.39 225.55 -6.46 1638   2.55   737.4 264762. -0.15  4.76  -3.71   1.94   3.60 0.75 1.84 1.49  0.09 755.81182542.  2.10 741.0 227756.
 3:08:27 0.89 350.39 225.54 -6.46 1638   2.38   715.8 228276. -1.83  3.35  -4.56  -0.62   3.51 0.35 1.59 0.67  0.08 754.8 807281.  2.10 712.7 216945.
 3:09:07 0.89 350.39 225.53 -6.46 1638   2.51   730.8 255355. -3.93  2.13  -4.23  -2.40   2.84 0.57 1.79 1.46  0.08 764.8 980047.  2.14 736.0 225573.
 3:09:48 0.89 350.39 225.53 -6.46 1638   2.44   703.8 247663. -1.01  2.82  -5.15  -1.97   2.83 0.40 0.82 0.99  0.10 734.51071315.  2.05 708.1 212891.
 3:10:28 0.89 350.39 225.52 -6.46 1638   2.61   703.6 266789. -0.76  2.02  -5.64  -1.30   1.72 0.58 2.02 0.91  0.07 743.0 613725.  2.32 701.6 250417.
 3:11:09 0.89 350.39 225.51 -6.46 1638   2.55   710.5 234253.  1.28  3.44  -5.19   1.72   3.00 0.37 0.52 0.51 -1.00  -1.0     -1.  2.06 707.6 216373.
 3:11:49 0.89 350.39 225.51 -6.46 1638   2.52   702.5 257434.  0.93 -0.12  -6.23   0.89  -0.15 0.25 0.49 1.15  0.09 762.91398344.  2.47 699.6 240802.
 3:12:30 0.89 350.39 225.50 -6.46 1638   2.73   704.9 251093.  2.04 -0.98  -5.83   1.80  -1.78 0.32 0.49 0.49  0.08 742.31243458.  2.17 708.3 278276.
 3:13:10 0.89 350.39 225.49 -6.46 1638   2.58   708.5 254939.  2.37 -1.01  -5.18   3.17  -1.56 0.32 0.56 0.35  0.07 752.6 875888.  2.33 706.1 265958.
 3:13:51 0.89 350.39 225.49 -6.46 1638   2.40   715.3 212371.  3.44 -0.48  -4.83   3.46  -1.38 0.44 0.50 0.54  0.05 763.9 894184.  2.12 709.7 212111.
 3:14:31 0.89 350.39 225.48 -6.46 1638   2.51   707.7 272091.  2.83  0.31  -4.92   2.92  -0.02 0.60 1.34 1.28  0.07 744.8 791065.  2.32 705.0 264866.
 3:15:12 0.89 350.39 225.48 -6.46 1638   2.61   747.9 274326.  4.24  1.71  -4.09   1.40  -0.59 2.31 2.79 1.92  0.10 739.41048862.  2.25 749.7 283733.
 3:15:52 0.89 350.39 225.47 -6.46 1638   2.27   747.3 206394.  5.95  0.97  -0.90   5.97   0.09 0.59 0.29 0.35  0.07 769.31683169.  2.04 742.9 222195.
 3:16:33 0.89 350.39 225.46 -6.46 1638   2.52   702.7 250053. -0.91  3.16  -2.99   1.73   1.52 2.24 3.56 2.19  0.09 744.71242002.  2.08 710.2 284877.
 3:17:13 0.89 350.39 225.46 -6.46 1638   2.13   716.9 235604. -1.98  3.52  -4.74  -1.10   3.03 0.49 1.44 1.03  0.08 786.91967162.  1.94 716.1 238567.
 3:17:54 0.89 350.39 225.45 -6.46 1638   2.42   707.8 250833. -0.71  4.08  -5.16  -0.93   2.15 0.57 1.58 1.12  0.07 753.2 815389.  2.05 708.8 213047.
